
GTM>

GTM>
x("A","B",123.456789,1234.56789,12345.6789,"DDD",1)=1
x("A","B",246.913578,2469.13578,24691.3578,"DDD",2)=2
x("A","B",370.370367,3703.70367,37037.0367,"DDD",3)=3
x("A","B",493.827156,4938.27156,49382.7156,"DDD",4)=4
x("A","B",617.283945,6172.83945,61728.3945,"DDD",5)=5
x("A","B",740.740734,7407.40734,74074.0734,"DDD",6)=6
x("A","B",864.197523,8641.97523,86419.7523,"DDD",7)=7
x("A","B",987.654312,9876.54312,98765.4312,"DDD",8)=8
x("A","B",1111.111101,11111.11101,111111.1101,"DDD",9)=9
x("A","B",1234.56789,12345.6789,123456.789,"DDD",10)=10
x("A","B",1358.024679,13580.24679,135802.4679,"DDD",11)=11
x("A","B",1481.481468,14814.81468,148148.1468,"DDD",12)=12
x("A","B",1604.938257,16049.38257,160493.8257,"DDD",13)=13
x("A","B",1728.395046,17283.95046,172839.5046,"DDD",14)=14
x("A","B",1851.851835,18518.51835,185185.1835,"DDD",15)=15
x("A","B",1975.308624,19753.08624,197530.8624,"DDD",16)=16
x("A","B",2098.765413,20987.65413,209876.5413,"DDD",17)=17
x("A","B",2222.222202,22222.22202,222222.2202,"DDD",18)=18
x("A","B",2345.678991,23456.78991,234567.8991,"DDD",19)=19
x("A","B",2469.13578,24691.3578,246913.578,"DDD",20)=20
x("A","B",2592.592569,25925.92569,259259.2569,"DDD",21)=21
x("A","B",2716.049358,27160.49358,271604.9358,"DDD",22)=22
x("A","B",2839.506147,28395.06147,283950.6147,"DDD",23)=23
x("A","B",2962.962936,29629.62936,296296.2936,"DDD",24)=24
x("A","B",3086.419725,30864.19725,308641.9725,"DDD",25)=25
x("A","B",3209.876514,32098.76514,320987.6514,"DDD",26)=26
x("A","B",3333.333303,33333.33303,333333.3303,"DDD",27)=27
x("A","B",3456.790092,34567.90092,345679.0092,"DDD",28)=28
x("A","B",3580.246881,35802.46881,358024.6881,"DDD",29)=29
x("A","B",3703.70367,37037.0367,370370.367,"DDD",30)=30
x("A","B",3827.160459,38271.60459,382716.0459,"DDD",31)=31
x("A","B",3950.617248,39506.17248,395061.7248,"DDD",32)=32
x("A","B",4074.074037,40740.74037,407407.4037,"DDD",33)=33
x("A","B",4197.530826,41975.30826,419753.0826,"DDD",34)=34
x("A","B",4320.987615,43209.87615,432098.7615,"DDD",35)=35
x("A","B",4444.444404,44444.44404,444444.4404,"DDD",36)=36
x("A","B",4567.901193,45679.01193,456790.1193,"DDD",37)=37
x("A","B",4691.357982,46913.57982,469135.7982,"DDD",38)=38
x("A","B",4814.814771,48148.14771,481481.4771,"DDD",39)=39
x("A","B",4938.27156,49382.7156,493827.156,"DDD",40)=40
x("A","B",5061.728349,50617.28349,506172.8349,"DDD",41)=41
x("A","B",5185.185138,51851.85138,518518.5138,"DDD",42)=42
x("A","B",5308.641927,53086.41927,530864.1927,"DDD",43)=43
x("A","B",5432.098716,54320.98716,543209.8716,"DDD",44)=44
x("A","B",5555.555505,55555.55505,555555.5505,"DDD",45)=45
x("A","B",5679.012294,56790.12294,567901.2294,"DDD",46)=46
x("A","B",5802.469083,58024.69083,580246.9083,"DDD",47)=47
x("A","B",5925.925872,59259.25872,592592.5872,"DDD",48)=48
x("A","B",6049.382661,60493.82661,604938.2661,"DDD",49)=49
x("A","B",6172.83945,61728.3945,617283.945,"DDD",50)=50
x("A","B",6296.296239,62962.96239,629629.6239,"DDD",51)=51
x("A","B",6419.753028,64197.53028,641975.3028,"DDD",52)=52
x("A","B",6543.209817,65432.09817,654320.9817,"DDD",53)=53
x("A","B",6666.666606,66666.66606,666666.6606,"DDD",54)=54
x("A","B",6790.123395,67901.23395,679012.3395,"DDD",55)=55
x("A","B",6913.580184,69135.80184,691358.0184,"DDD",56)=56
x("A","B",7037.036973,70370.36973,703703.6973,"DDD",57)=57
x("A","B",7160.493762,71604.93762,716049.3762,"DDD",58)=58
x("A","B",7283.950551,72839.50551,728395.0551,"DDD",59)=59
x("A","B",7407.40734,74074.0734,740740.734,"DDD",60)=60
x("A","B",7530.864129,75308.64129,753086.4129,"DDD",61)=61
x("A","B",7654.320918,76543.20918,765432.0918,"DDD",62)=62
